Tanggal,Jam,Vision Output Power (KW),Beam Voltage (KV),Beam Current (A),Driver FWD Power (W),Water Temp In (C),Water Temp Out (C)
2025-04-01,04:00:00,14.1,31.1,1.1,182.0,34.0,42.0
2025-04-01,06:00:00,14.04,31.08,1.09,180.0,38.0,46.0
2025-04-01,08:00:00,13.95,31.1,1.1,181.0,41.0,48.0
2025-04-01,10:00:00,13.96,31.1,1.11,181.0,38.0,45.0
2025-04-01,12:00:00,13.96,31.08,1.09,180.0,38.0,46.0
2025-04-01,14:00:00,13.95,31.13,1.09,180.0,40.0,48.0
2025-04-01,16:00:00,13.95,31.08,1.09,180.0,35.0,42.0
2025-04-01,18:00:00,13.96,30.96,1.09,180.0,35.0,43.0
2025-04-01,20:00:00,13.96,31.1,1.09,181.0,34.0,42.0
2025-04-01,22:00:00,13.98,31.01,1.08,180.0,38.0,45.0
2025-04-01,00:00:00,13.97,31.06,1.09,180.0,39.0,46.0
2025-04-02,02:00:00,14.01,31.08,1.1,181.0,36.0,44.0
2025-04-02,04:00:00,14.06,31.1,1.1,181.0,38.0,46.0
2025-04-02,06:00:00,14.08,31.13,1.1,182.0,34.0,42.0
2025-04-02,08:00:00,14.05,31.1,1.09,182.0,35.0,43.0
2025-04-02,10:00:00,13.98,31.03,1.1,182.0,38.0,46.0
2025-04-02,12:00:00,13.99,31.05,1.1,181.0,36.0,44.0
2025-04-02,14:00:00,13.96,31.13,1.09,181.0,36.0,44.0
2025-04-02,16:00:00,13.96,31.13,1.1,181.0,40.0,48.0
2025-04-02,18:00:00,13.96,31.205000000000002,1.1,181.0,38.0,46.0
2025-04-02,20:00:00,14.05,31.08,1.1,182.0,41.0,49.0
2025-04-02,22:00:00,14.06,31.03,1.1,181.0,36.0,44.0
2025-04-02,00:00:00,14.2,31.08,1.1,184.0,41.0,48.0
2025-04-03,02:00:00,14.19,31.1,1.1,185.0,41.0,49.0
2025-04-03,04:00:00,14.22,30.96,1.12,185.0,41.0,50.0
2025-04-03,06:00:00,14.2,31.08,1.1,185.0,41.0,49.0
2025-04-03,08:00:00,14.18,31.08,1.1,183.0,40.0,48.0
2025-04-03,10:00:00,14.09,31.1,1.11,183.0,39.0,48.0
2025-04-03,12:00:00,14.07,31.06,1.1,183.0,40.0,48.0
2025-04-03,14:00:00,14.05,31.18,1.1,181.0,36.0,44.0
2025-04-03,16:00:00,14.02,30.98,1.1,180.0,35.0,44.0
2025-04-03,18:00:00,14.02,31.1,1.1,180.0,34.0,42.0
2025-04-03,20:00:00,14.06,31.13,1.1,180.0,36.0,43.0
2025-04-03,22:00:00,14.02,31.1,1.1,180.0,36.0,43.0
2025-04-03,00:00:00,14.16,31.15,1.1,181.0,39.0,47.0
2025-04-04,02:00:00,14.12,31.08,1.1,182.0,39.0,48.0
2025-04-04,04:00:00,14.13,31.05,1.1,182.0,37.0,45.0
2025-04-04,06:00:00,14.11,31.05,1.11,183.0,36.0,44.0
2025-04-04,08:00:00,14.22,31.05,1.11,184.0,36.0,43.0
2025-04-04,10:00:00,14.16,31.03,1.11,182.0,39.0,47.0
2025-04-04,12:00:00,14.15,31.08,1.1,181.0,36.0,44.0
2025-04-04,14:00:00,14.14,31.08,1.1,181.0,42.0,50.0
2025-04-04,16:00:00,14.16,30.96,1.1,181.0,38.0,46.0
2025-04-04,18:00:00,14.16,31.1,1.1,182.0,37.0,45.0
2025-04-04,20:00:00,14.16,31.08,1.11,182.0,39.0,46.0
2025-04-04,22:00:00,14.12,31.13,1.11,183.0,41.0,49.0
2025-04-04,00:00:00,14.13,31.08,1.11,184.0,40.0,48.0
2025-04-05,02:00:00,14.15,31.01,1.1,184.0,37.0,44.0
2025-04-05,04:00:00,14.15,31.05,1.11,184.0,39.0,47.0
2025-04-05,06:00:00,14.15,31.18,1.11,184.0,41.0,48.0
2025-04-05,08:00:00,14.05,31.1,1.09,182.0,35.0,43.0
2025-04-05,10:00:00,13.98,31.03,1.1,182.0,38.0,46.0
2025-04-05,12:00:00,13.99,31.05,1.1,181.0,36.0,44.0
2025-04-05,14:00:00,13.96,31.13,1.09,181.0,36.0,44.0
2025-04-05,16:00:00,13.96,31.13,1.1,181.0,40.0,48.0
2025-04-05,18:00:00,13.96,31.205000000000002,1.1,181.0,38.0,46.0
2025-04-05,20:00:00,13.95,31.1,1.1,182.0,40.0,48.0
2025-04-05,22:00:00,14.04,31.08,1.1,182.0,40.0,48.0
2025-04-05,00:00:00,14.06,31.15,1.1,181.0,39.0,47.0
2025-04-06,02:00:00,14.11,31.15,1.1,182.0,39.0,47.0
2025-04-06,04:00:00,14.0,31.1,1.1,182.0,35.0,43.0
2025-04-06,06:00:00,14.11,31.1,1.1,182.0,41.0,48.0
2025-04-06,08:00:00,13.76,31.1,1.09,182.0,34.0,42.0
2025-04-06,10:00:00,13.85,31.08,1.1,182.0,39.0,46.0
2025-04-06,12:00:00,13.74,31.1,1.09,182.0,36.0,44.0
2025-04-06,14:00:00,13.69,31.1,1.1,180.0,38.0,47.0
2025-04-06,16:00:00,13.86,31.05,1.09,181.0,35.0,44.0
2025-04-06,18:00:00,13.89,31.1,1.09,182.0,35.0,43.0
2025-04-06,20:00:00,13.88,31.03,1.08,182.0,35.0,43.0
2025-04-06,22:00:00,14.19,31.05,1.1,185.0,40.0,48.0
2025-04-06,00:00:00,14.26,31.1,1.1,186.0,37.0,44.0
2025-04-07,02:00:00,14.26,31.15,1.1,182.0,39.0,47.0
2025-04-07,04:00:00,14.11,31.15,1.1,183.0,40.0,48.0
2025-04-07,06:00:00,14.13,31.1,1.09,183.0,40.0,48.0
2025-04-07,08:00:00,14.02,31.18,1.09,184.0,38.0,46.0
2025-04-07,10:00:00,14.14,31.01,1.09,185.0,37.0,45.0
2025-04-07,12:00:00,14.1,31.1,1.09,183.0,41.0,48.0
2025-04-07,14:00:00,14.08,31.18,1.08,183.0,37.0,45.0
2025-04-07,16:00:00,13.96,31.13,1.1,182.0,41.0,49.0
2025-04-07,18:00:00,14.03,31.205000000000002,1.09,183.0,41.0,49.0
2025-04-07,20:00:00,13.96,31.08,1.1,184.0,37.0,46.0
2025-04-07,22:00:00,13.96,31.08,1.1,183.0,40.0,48.0
2025-04-07,00:00:00,13.96,31.08,1.1,183.0,40.0,48.0
2025-04-08,02:00:00,14.26,31.15,1.1,182.0,39.0,47.0
2025-04-08,04:00:00,13.96,31.08,1.09,183.0,40.0,48.0
2025-04-08,06:00:00,13.98,30.98,1.08,183.0,39.0,48.0
2025-04-08,08:00:00,14.01,31.18,1.1,184.0,38.0,46.0
2025-04-08,10:00:00,14.0,30.98,1.09,184.0,35.0,43.0
2025-04-08,12:00:00,13.98,31.05,1.11,185.0,36.0,45.0
2025-04-08,14:00:00,13.96,31.1,1.1,184.0,36.0,44.0
2025-04-08,16:00:00,13.85,31.1,1.09,182.0,36.0,44.0
2025-04-08,18:00:00,13.94,31.18,1.1,182.0,41.0,49.0
2025-04-08,20:00:00,13.86,31.1,1.09,183.0,40.0,48.0
2025-04-08,22:00:00,13.86,31.15,1.1,183.0,36.0,44.0
2025-04-08,00:00:00,13.86,31.15,1.1,183.0,36.0,44.0
2025-04-09,02:00:00,14.26,31.15,1.1,182.0,39.0,47.0
2025-04-09,04:00:00,14.36,31.1,1.11,186.0,38.0,46.0
2025-04-09,06:00:00,14.32,31.05,1.11,185.0,39.0,47.0
2025-04-09,08:00:00,14.06,31.08,1.09,184.0,35.0,43.0
2025-04-09,10:00:00,14.2,31.1,1.11,187.0,35.0,44.0
2025-04-09,12:00:00,13.98,31.05,1.11,185.0,36.0,45.0
2025-04-09,14:00:00,14.1,31.205000000000002,1.103355677154583,187.48204419889504,37.78248974008208,45.32694938440493
2025-04-09,16:00:00,13.85,31.1,1.09,182.0,36.0,44.0
2025-04-09,18:00:00,14.1,31.05,1.1,185.0,40.0,48.0
2025-04-09,20:00:00,14.17,31.05,1.1,187.0,34.0,42.0
2025-04-09,22:00:00,14.16,31.2,1.1,186.0,38.0,46.0
2025-04-09,00:00:00,14.14,31.205000000000002,1.1,186.0,41.0,49.0
2025-04-10,02:00:00,14.26,31.15,1.1,186.0,39.0,47.0
2025-04-10,04:00:00,14.29,31.1,1.11,187.0,40.0,48.0
2025-04-10,06:00:00,14.27,31.08,1.1,186.0,36.0,44.0
2025-04-10,08:00:00,14.06,31.08,1.09,184.0,35.0,43.0
2025-04-10,10:00:00,14.2,31.1,1.11,187.0,35.0,44.0
2025-04-10,12:00:00,13.98,31.05,1.11,185.0,36.0,45.0
2025-04-10,14:00:00,13.96,31.1,1.1,184.0,36.0,44.0
2025-04-10,16:00:00,13.85,31.1,1.09,182.0,36.0,44.0
2025-04-10,18:00:00,13.97,31.01,1.08,179.0,36.0,44.0
2025-04-10,20:00:00,13.75,31.05,1.09,179.0,39.0,47.0
2025-04-10,22:00:00,13.8,31.1,1.09,180.0,37.0,45.0
2025-04-10,00:00:00,13.86,31.08,1.1,180.0,34.0,41.0
2025-04-11,02:00:00,13.88,31.1,1.08,180.0,41.0,48.0
2025-04-11,04:00:00,13.75,30.93,1.09,181.0,41.0,49.0
2025-04-11,06:00:00,13.78,31.08,1.09,181.0,39.0,47.0
2025-04-11,08:00:00,14.02,31.08,1.09,182.0,39.0,47.0
2025-04-11,10:00:00,13.98,31.1,1.1,182.0,41.0,50.0
2025-04-11,12:00:00,13.93,31.05,1.09,182.0,35.0,44.0
2025-04-11,14:00:00,13.92,31.05,1.09,181.0,35.0,44.0
2025-04-11,16:00:00,13.75,31.05,1.07,177.0,37.0,45.0
2025-04-11,18:00:00,13.7,30.98,1.08,179.0,36.0,44.0
2025-04-11,20:00:00,13.85,31.13,1.08,181.0,34.0,42.0
2025-04-11,22:00:00,13.82,31.03,1.08,180.0,36.0,43.0
2025-04-11,00:00:00,13.85,31.08,1.09,180.0,35.0,43.0
2025-04-12,02:00:00,13.88,31.1,1.08,180.0,41.0,48.0
2025-04-12,04:00:00,13.88,31.01,1.08,181.0,41.0,48.0
2025-04-12,06:00:00,13.78,31.08,1.09,181.0,39.0,47.0
2025-04-12,08:00:00,13.97,31.03,1.1,181.0,34.0,42.0
2025-04-12,10:00:00,13.84,31.08,1.1,181.0,34.0,42.0
2025-04-12,12:00:00,13.71,31.1,1.09,180.0,39.0,47.0
2025-04-12,14:00:00,13.69,31.08,1.1,179.0,42.0,50.0
2025-04-12,16:00:00,13.69,31.08,1.11,180.0,38.0,46.0
2025-04-12,18:00:00,13.96,31.05,1.09,180.0,41.0,49.0
2025-04-12,20:00:00,13.98,31.03,1.1,180.0,35.0,43.0
2025-04-12,22:00:00,13.82,31.03,1.08,180.0,36.0,43.0
2025-04-12,00:00:00,13.85,31.08,1.09,180.0,35.0,43.0
2025-04-13,02:00:00,14.06,31.15,1.1,186.0,39.0,47.0
2025-04-13,04:00:00,14.05,31.1,1.1,181.0,34.0,41.0
2025-04-13,06:00:00,14.04,31.05,1.1,181.0,41.0,49.0
2025-04-13,08:00:00,13.94,31.13,1.1,181.0,39.0,47.0
2025-04-13,10:00:00,13.93,31.05,1.1,180.0,36.0,43.0
2025-04-13,12:00:00,13.9,30.925,1.09,173.0,41.0,50.0
2025-04-13,14:00:00,13.93,31.01,1.09,180.0,34.0,41.0
2025-04-13,16:00:00,13.93,31.18,1.09,180.0,40.0,47.0
2025-04-13,18:00:00,13.93,31.08,1.1,180.0,41.0,50.0
2025-04-13,20:00:00,14.05,31.18,1.1,181.0,35.0,42.0
2025-04-13,22:00:00,14.05,31.08,1.11,181.0,35.0,43.0
2025-04-13,00:00:00,14.18,31.03,1.09,183.0,40.0,49.0
2025-04-14,02:00:00,14.18,31.13,1.1,183.0,39.0,47.0
2025-04-14,04:00:00,14.05,31.1,1.1,181.0,34.0,41.0
2025-04-14,06:00:00,14.04,31.05,1.1,181.0,41.0,49.0
2025-04-14,08:00:00,14.17,31.08,1.1,183.0,39.0,46.0
2025-04-14,10:00:00,14.09,31.08,1.09,180.0,35.0,43.0
2025-04-14,12:00:00,14.1,31.15,1.1,180.0,37.0,45.0
2025-04-14,14:00:00,14.06,31.1,1.09,179.0,37.0,45.0
2025-04-14,16:00:00,14.04,31.01,1.09,178.0,36.0,45.0
2025-04-14,18:00:00,14.0,31.15,1.09,178.0,41.0,50.0
2025-04-14,20:00:00,13.64,31.03,1.09,179.0,36.0,44.0
2025-04-14,22:00:00,13.66,31.08,1.09,179.0,38.0,45.0
2025-04-14,00:00:00,13.65,31.08,1.09,180.0,42.0,50.0
2025-04-15,02:00:00,13.81,31.05,1.1,181.0,39.0,47.0
2025-04-15,04:00:00,13.95,31.15,1.1,180.0,44.0,48.0
2025-04-15,06:00:00,14.02,30.93,1.1,181.0,33.0,41.0
2025-04-15,08:00:00,14.17,31.08,1.1,183.0,39.0,46.0
2025-04-15,10:00:00,14.09,31.08,1.09,180.0,35.0,43.0
2025-04-15,12:00:00,13.79,31.13,1.08,179.0,40.0,48.0
2025-04-15,14:00:00,13.79,31.03,1.1500000000000001,180.0,40.0,48.0
2025-04-15,16:00:00,13.78,31.205000000000002,1.08,180.0,39.0,46.0
2025-04-15,18:00:00,13.91,31.1,1.09,179.0,38.0,46.0
2025-04-15,20:00:00,13.91,31.15,1.08,180.0,39.0,47.0
2025-04-15,22:00:00,13.51,31.05,1.08,180.0,39.0,46.0
2025-04-15,00:00:00,13.96,31.05,1.1,180.0,39.0,46.0
2025-04-16,02:00:00,13.65,30.98,1.09,181.0,41.0,50.0
2025-04-16,04:00:00,13.68,31.03,1.08,181.0,40.0,48.0
2025-04-16,06:00:00,13.67,31.05,1.09,181.0,40.0,48.0
2025-04-16,08:00:00,13.77,31.2,1.09,182.0,42.0,50.0
2025-04-16,10:00:00,13.88,31.1,1.09,181.0,36.0,44.0
2025-04-16,12:00:00,13.81,31.08,1.09,179.0,36.0,44.0
2025-04-16,14:00:00,13.78,31.05,1.08,178.0,38.0,46.0
2025-04-16,16:00:00,13.78,31.205000000000002,1.08,180.0,39.0,46.0
2025-04-16,18:00:00,13.91,31.1,1.09,179.0,38.0,46.0
2025-04-16,20:00:00,13.77,30.98,1.09,174.0,40.0,48.0
2025-04-16,22:00:00,13.82,31.205000000000002,1.07,179.0,38.0,46.0
2025-04-16,00:00:00,13.79,31.13,1.09,179.0,36.0,44.0
2025-04-17,02:00:00,13.89,31.08,1.09,180.0,40.0,48.0
2025-04-17,04:00:00,13.92,31.1,1.1,181.0,40.0,47.0
2025-04-17,06:00:00,13.93,31.18,1.09,181.0,40.0,48.0
2025-04-17,08:00:00,13.92,31.205000000000002,1.1,180.0,33.0,40.0
2025-04-17,10:00:00,13.94,31.05,1.1,181.0,39.0,47.0
2025-04-17,12:00:00,13.94,31.05,1.09,180.0,36.0,44.0
2025-04-17,14:00:00,13.95,31.08,1.09,179.0,38.0,46.0
2025-04-17,16:00:00,13.84,31.13,1.09,179.0,40.0,48.0
2025-04-17,18:00:00,13.78,31.1,1.09,178.0,34.0,47.0
2025-04-17,20:00:00,13.77,30.98,1.09,174.0,40.0,48.0
2025-04-17,22:00:00,13.82,31.205000000000002,1.07,179.0,38.0,46.0
2025-04-17,00:00:00,13.79,31.13,1.09,179.0,36.0,44.0
2025-04-18,02:00:00,13.96,31.05,1.08,181.0,47.5,47.0
2025-04-18,04:00:00,13.96,31.19,1.11,181.0,47.5,47.0
2025-04-18,06:00:00,13.93,31.18,1.09,181.0,40.0,48.0
2025-04-18,08:00:00,13.94,31.1,1.08,182.0,41.0,49.0
2025-04-18,10:00:00,13.94,31.05,1.09,182.0,39.0,46.0
2025-04-18,12:00:00,13.85,31.18,1.09,181.0,36.0,44.0
2025-04-18,14:00:00,13.83,31.15,1.09,181.0,36.0,44.0
2025-04-18,16:00:00,13.84,31.08,1.08,180.0,38.0,45.0
2025-04-18,18:00:00,13.82,31.05,1.08,180.0,39.0,47.0
2025-04-18,20:00:00,14.05,31.18,1.1,181.0,35.0,42.0
2025-04-18,22:00:00,13.96,31.08,1.1,183.0,40.0,48.0
2025-04-18,00:00:00,13.65,31.08,1.09,180.0,42.0,50.0
2025-04-19,02:00:00,13.96,31.05,1.08,181.0,47.5,47.0
2025-04-19,04:00:00,14.0,31.15,1.09,183.0,34.0,42.0
2025-04-19,06:00:00,13.89,31.1,1.09,182.0,34.0,41.0
2025-04-19,08:00:00,13.88,31.1,1.09,182.0,40.0,48.0
2025-04-19,10:00:00,13.64,31.01,1.09,184.0,37.0,45.0
2025-04-19,12:00:00,13.226249999999999,31.2,1.09,182.0,37.0,45.0
2025-04-19,14:00:00,13.48,31.1,1.08,181.0,37.0,45.0
2025-04-19,16:00:00,13.226249999999999,31.08,1.1,181.0,36.0,44.0
2025-04-19,18:00:00,13.25,31.1,1.09,181.0,40.0,48.0
2025-04-19,20:00:00,14.05,31.18,1.1,181.0,35.0,42.0
2025-04-19,22:00:00,13.96,31.08,1.1,183.0,40.0,48.0
2025-04-19,00:00:00,14.346510344827585,31.08,1.07,187.48204419889504,42.0,50.0
2025-04-20,02:00:00,14.346510344827585,31.08,1.07,187.48204419889504,42.0,50.0
2025-04-20,04:00:00,14.346510344827585,31.205000000000002,1.07,187.48204419889504,36.0,41.0
2025-04-20,06:00:00,13.92,31.08,1.08,182.0,41.0,49.0
2025-04-20,08:00:00,13.92,31.1,1.09,182.0,38.0,46.0
2025-04-20,10:00:00,13.9,31.1,1.08,182.0,40.0,48.0
2025-04-20,12:00:00,13.9,31.15,1.09,182.0,36.0,44.0
2025-04-20,14:00:00,13.9,31.1,1.09,181.0,37.0,46.0
2025-04-20,16:00:00,13.85,31.05,1.08,180.0,37.0,46.0
2025-04-20,18:00:00,13.92,31.05,1.09,182.0,35.0,44.0
2025-04-20,20:00:00,13.81,31.1,1.09,184.0,37.0,45.0
2025-04-20,22:00:00,13.61,31.13,1.09,185.0,36.0,45.0
2025-04-20,00:00:00,14.346510344827585,31.205000000000002,1.07,187.48204419889504,38.0,43.0
2025-04-21,02:00:00,14.346510344827585,31.1,1.07,187.48204419889504,39.0,45.0
2025-04-21,04:00:00,13.96,30.925,1.13,186.0,42.0,50.0
2025-04-21,06:00:00,14.1,30.925,1.13,186.0,42.0,50.0
2025-04-21,08:00:00,13.92,30.925,1.1,182.0,38.0,46.0
2025-04-21,10:00:00,13.9,30.925,1.11,182.0,40.0,48.0
2025-04-21,12:00:00,13.9,30.925,1.1,182.0,36.0,44.0
2025-04-21,14:00:00,13.9,30.925,1.1,181.0,37.0,46.0
2025-04-21,16:00:00,13.85,30.925,1.09,180.0,37.0,46.0
2025-04-21,18:00:00,14.03,30.925,1.11,187.0,36.0,45.0
2025-04-21,20:00:00,14.28,30.925,1.12,189.0,34.0,42.0
2025-04-21,22:00:00,13.71,30.925,1.13,189.0,38.0,46.0
2025-04-21,00:00:00,14.41,30.925,1.13,189.0,40.0,48.0
2025-04-22,02:00:00,14.42,31.1,1.12,189.0,42.0,50.0
2025-04-22,04:00:00,14.43,31.05,1.12,190.0,35.0,43.0
2025-04-22,06:00:00,14.83,31.03,1.12,189.0,39.0,47.0
2025-04-22,08:00:00,14.73,31.03,1.12,190.0,34.0,42.0
2025-04-22,10:00:00,14.73,31.03,1.12,189.0,36.0,44.0
2025-04-22,12:00:00,14.7,31.03,1.12,190.0,35.0,42.0
2025-04-22,14:00:00,14.7,31.03,1.12,190.0,35.0,42.0
2025-04-22,16:00:00,14.68,31.03,1.12,189.0,41.0,49.0
2025-04-22,18:00:00,14.78,31.15,1.12,189.0,41.0,49.0
2025-04-22,20:00:00,14.75,31.01,1.12,189.0,34.0,42.0
2025-04-22,22:00:00,14.75,31.205000000000002,1.11,190.0,36.0,44.0
2025-04-22,00:00:00,14.71,31.05,1.12,190.0,41.0,50.0
2025-04-23,02:00:00,14.75,31.1,1.12,190.0,36.0,44.0
2025-04-23,04:00:00,14.77,31.05,1.11,190.0,35.0,44.0
2025-04-23,06:00:00,14.75,31.205000000000002,1.12,190.0,35.0,43.0
2025-04-23,08:00:00,14.78,31.05,1.12,189.0,38.0,46.0
2025-04-23,10:00:00,14.85,30.98,1.11,190.0,39.0,47.0
2025-04-23,12:00:00,14.83,30.98,1.11,189.0,40.0,44.0
2025-04-23,14:00:00,14.9,30.98,1.11,190.0,39.0,47.0
2025-04-23,16:00:00,14.85,30.98,1.11,190.0,34.0,42.0
2025-04-23,18:00:00,14.83,30.98,1.11,189.0,36.0,44.0
2025-04-23,20:00:00,14.75,31.08,1.12,189.0,41.0,50.0
2025-04-23,22:00:00,14.7,30.93,1.1,189.0,41.0,50.0
2025-04-23,00:00:00,14.63,31.05,1.11,190.0,35.0,44.0
2025-04-24,02:00:00,14.65,31.1,1.12,190.0,36.0,44.0
2025-04-24,04:00:00,14.6,31.05,1.12,190.0,38.0,46.0
2025-04-24,06:00:00,14.66,31.08,1.11,190.0,40.0,48.0
2025-04-24,08:00:00,14.9,31.08,1.12,190.0,37.0,45.0
2025-04-24,10:00:00,14.85,31.03,1.12,190.0,35.0,44.0
2025-04-24,12:00:00,14.81,31.15,1.12,190.0,37.0,45.0
2025-04-24,14:00:00,14.78,31.205000000000002,1.11,189.0,36.0,45.0
2025-04-24,16:00:00,14.76,31.03,1.13,189.0,35.0,44.0
2025-04-24,18:00:00,14.76,31.05,1.11,189.0,38.0,47.0
2025-04-24,20:00:00,14.73,31.05,1.11,189.0,35.0,43.0
2025-04-24,22:00:00,14.7,31.05,1.11,189.0,38.0,44.0
2025-04-24,00:00:00,14.71,31.08,1.11,189.0,37.0,41.0
2025-04-25,02:00:00,14.65,31.05,1.12,189.0,42.0,50.0
2025-04-25,04:00:00,14.72,31.05,1.12,189.0,34.0,42.0
2025-04-25,06:00:00,14.66,31.08,1.11,190.0,40.0,48.0
2025-04-25,08:00:00,14.72,31.05,1.12,190.0,36.0,44.0
2025-04-25,10:00:00,14.72,31.01,1.12,189.0,36.0,44.0
2025-04-25,12:00:00,14.72,31.08,1.12,190.0,36.0,44.0
2025-04-25,14:00:00,14.73,31.1,1.12,190.0,36.0,44.0
2025-04-25,16:00:00,14.73,31.13,1.12,190.0,36.0,44.0
2025-04-25,18:00:00,15.39625,31.13,1.12,190.0,34.0,42.0
2025-04-25,20:00:00,14.76,31.05,1.12,190.0,34.0,43.0
2025-04-25,22:00:00,14.76,31.05,1.12,190.0,34.0,43.0
2025-04-25,00:00:00,14.76,31.05,1.12,190.0,34.0,43.0
2025-04-26,02:00:00,14.76,31.03,1.12,191.0,36.0,44.0
2025-04-26,04:00:00,15.05,31.18,1.12,191.0,34.0,42.0
2025-04-26,06:00:00,15.06,31.1,1.12,191.0,34.0,42.0
2025-04-26,08:00:00,15.01,31.01,1.12,190.0,36.0,44.0
2025-04-26,10:00:00,15.01,31.18,1.11,191.0,36.0,44.0
2025-04-26,12:00:00,14.93,31.03,1.12,190.0,37.0,45.0
2025-04-26,14:00:00,14.99,31.08,1.11,190.0,34.0,43.0
2025-04-26,16:00:00,15.0,31.03,1.12,190.0,35.0,44.0
2025-04-26,18:00:00,14.96,31.03,1.12,190.0,35.0,44.0
2025-04-26,20:00:00,14.96,31.03,1.12,190.0,35.0,44.0
2025-04-26,22:00:00,15.07,31.03,1.12,190.0,35.0,43.0
2025-04-26,00:00:00,15.1,31.2,1.12,191.0,39.0,47.0
2025-04-27,02:00:00,15.06,30.98,1.12,191.0,40.0,48.0
2025-04-27,04:00:00,15.07,31.13,1.12,191.0,34.0,42.0
2025-04-27,06:00:00,15.06,31.1,1.12,191.0,41.0,50.0
2025-04-27,08:00:00,14.91,31.15,1.12,190.0,38.0,46.0
2025-04-27,10:00:00,14.95,31.05,1.12,191.0,36.0,44.0
2025-04-27,12:00:00,14.93,31.03,1.12,190.0,37.0,45.0
2025-04-27,14:00:00,14.99,31.08,1.11,190.0,34.0,43.0
2025-04-27,16:00:00,15.0,31.03,1.12,190.0,35.0,44.0
2025-04-27,18:00:00,15.02,30.925,1.13,190.0,35.0,43.0
2025-04-27,20:00:00,15.03,31.1,1.13,191.0,36.0,44.0
2025-04-27,22:00:00,15.0,30.96,1.12,191.0,39.0,47.0
2025-04-27,00:00:00,15.07,31.18,1.12,190.0,41.0,50.0
2025-04-28,02:00:00,14.98,31.1,1.12,191.0,40.0,48.0
2025-04-28,04:00:00,15.1,31.05,1.11,191.0,39.0,47.0
2025-04-28,06:00:00,15.1,31.01,1.12,191.0,37.0,45.0
2025-04-28,08:00:00,14.91,31.15,1.12,190.0,38.0,46.0
2025-04-28,10:00:00,14.95,31.05,1.12,191.0,36.0,44.0
2025-04-28,12:00:00,14.93,31.03,1.12,190.0,37.0,45.0
2025-04-28,14:00:00,14.99,31.08,1.11,190.0,34.0,43.0
2025-04-28,16:00:00,15.02,31.1,1.11,188.0,36.0,44.0
2025-04-28,18:00:00,15.05,31.08,1.11,189.0,35.0,43.0
2025-04-28,20:00:00,15.07,31.08,1.11,191.0,35.0,43.0
2025-04-28,22:00:00,15.05,31.05,1.12,190.0,36.0,44.0
2025-04-28,00:00:00,15.06,31.03,1.12,190.0,40.0,48.0
2025-04-29,02:00:00,15.06,31.01,1.12,190.0,42.0,50.0
2025-04-29,04:00:00,15.07,30.96,1.12,190.0,40.0,48.0
2025-04-29,06:00:00,15.05,31.08,1.12,190.0,41.0,49.0
2025-04-29,08:00:00,15.11,31.03,1.12,192.0,36.0,45.0
2025-04-29,10:00:00,15.17,31.08,1.12,191.0,36.0,45.0
2025-04-29,12:00:00,14.91,31.08,1.12,190.0,36.0,44.0
2025-04-29,14:00:00,14.78,31.05,1.11,189.0,37.0,45.0
2025-04-29,16:00:00,14.79,30.93,1.12,188.0,36.0,45.0
2025-04-29,18:00:00,14.83,31.13,1.12,188.0,36.0,44.0
2025-04-29,20:00:00,15.13,31.08,1.12,193.0,34.0,43.0
2025-04-29,22:00:00,15.1,31.08,1.13,192.0,35.0,43.0
2025-04-29,00:00:00,15.11,31.05,1.12,191.0,40.0,48.0
2025-04-30,02:00:00,14.346510344827585,31.205000000000002,1.07,187.48204419889504,38.0,44.0
2025-04-30,04:00:00,14.346510344827585,31.205000000000002,1.07,187.48204419889504,38.0,43.0
2025-04-30,06:00:00,15.05,31.1,1.13,193.0,34.0,42.0
2025-04-30,08:00:00,15.02,31.03,1.13,194.0,38.0,47.0
2025-04-30,10:00:00,15.05,31.05,1.12,194.0,36.0,45.0
2025-04-30,12:00:00,15.05,31.03,1.13,193.0,37.0,46.0
2025-04-30,14:00:00,15.02,31.13,1.12,192.0,36.0,45.0
2025-04-30,16:00:00,15.02,31.01,1.14,191.0,36.0,44.0
2025-04-30,18:00:00,15.0,31.08,1.13,193.0,35.0,43.0
2025-04-30,20:00:00,15.13,31.08,1.12,193.0,34.0,43.0
2025-04-30,22:00:00,15.1,31.08,1.13,192.0,35.0,43.0
2025-04-30,00:00:00,15.11,31.05,1.12,191.0,40.0,48.0
